iter	Passed	Remaining
648	5920	3201
649	5935	3196
650	5939	3184
651	5943	3172
652	5948	3161
653	5958	3152
654	5964	3141
655	5975	3133
656	5980	3122
657	5986	3111
658	5990	3099
659	6003	3092
660	6005	3080
661	6007	3067
662	6009	3054
663	6011	3041
664	6013	3029
665	6020	3019
666	6022	3006
667	6024	2993
668	6025	2981
669	6027	2968
670	6029	2956
671	6035	2946
672	6037	2933
673	6039	2921
674	6040	2908
675	6042	2896
676	6044	2883
677	6051	2873
678	6053	2861
679	6054	2849
680	6056	2837
681	6058	2824
682	6060	2812
683	6069	2804
684	6077	2794
685	6087	2786
686	6090	2774
687	6093	2763
688	6098	2752
689	6101	2741
690	6103	2729
691	6105	2717
692	6109	2706
693	6114	2696
694	6117	2684
695	6123	2674
696	6127	2663
697	6130	2652
698	6135	2642
699	6137	2630
700	6142	2619
701	6145	2608
702	6149	2598
703	6152	2586
704	6155	2575
705	6165	2567
706	6169	2556
707	6171	2545
708	6174	2534
709	6180	2524
710	6183	2513
711	6186	2502
712	6187	2490
713	6189	2479
714	6192	2468
715	6197	2458
716	6199	2447
717	6202	2436
718	6204	2424
719	6207	2413
720	6210	2403
721	6212	2392
722	6215	2381
723	6220	2371
724	6227	2362
725	6229	2351
726	6231	2339
727	6233	2328
728	6241	2320
729	6243	2309
730	6245	2298
731	6247	2287
732	6249	2276
733	6252	2265
734	6254	2255
735	6261	2246
736	6263	2235
737	6265	2224
738	6267	2213
739	6279	2206
740	6284	2196
741	6290	2187
742	6299	2178
743	6304	2169
744	6314	2161
745	6320	2151
746	6330	2144
747	6340	2136
748	6347	2127
749	6358	2119
750	6365	2110
751	6375	2102
752	6380	2092
753	6406	2090
754	6445	2091
755	6457	2084
756	6459	2073
757	6460	2062
758	6474	2055
759	6476	2045
760	6484	2036
761	6491	2027
762	6493	2017
763	6530	2017
764	6544	2010
765	6547	2000
766	6550	1989
767	6555	1980
768	6560	1970
769	6579	1965
770	6588	1956
771	6591	1946
772	6603	1939
773	6607	1929
774	6610	1919
775	6617	1910
776	6621	1900
777	6624	1890
778	6626	1879
779	6636	1871
780	6642	1862
781	6645	1852
782	6647	1842
783	6648	1831
784	6650	1821
785	6652	1811
786	6654	1800
787	6656	1790
788	6658	1780
789	6660	1770
790	6662	1760
791	6664	1750
792	6667	1740
793	6669	1730
794	6672	1720
795	6673	1710
796	6676	1700
797	6677	1690
798	6679	1680
799	6681	1670
800	6683	1660
801	6685	1650
802	6691	1641
803	6694	1631
804	6696	1622
805	6698	1612
806	6700	1602
807	6702	1592
808	6704	1582
809	6705	1572
810	6707	1563
811	6710	1553
812	6712	1543
813	6714	1534
814	6716	1524
815	6718	1514
816	6720	1505
817	6722	1495
818	6725	1486
819	6727	1476
820	6730	1467
821	6732	1457
822	6734	1448
823	6737	1439
824	6741	1430
825	6743	1420
826	6746	1411
827	6747	1401
828	6750	1392
829	6752	1382
830	6753	1373
831	6755	1364
832	6757	1354
833	6759	1345
834	6761	1336
835	6763	1326
836	6765	1317
837	6768	1308
838	6771	1299
839	6772	1290
840	6774	1280
841	6776	1271
842	6779	1262
843	6781	1253
844	6783	1244
845	6785	1235
846	6787	1226
847	6789	1217
848	6791	1207
849	6796	1199
850	6798	1190
851	6802	1181
852	6805	1172
853	6808	1163
854	6811	1155
855	6813	1146
856	6814	1137
857	6825	1129
858	6828	1120
859	6830	1111
860	6832	1103
861	6834	1094
862	6836	1085
863	6840	1076
864	6842	1067
865	6844	1059
866	6846	1050
867	6848	1041
868	6852	1032
869	6856	1024
870	6858	1015
871	6859	1006
872	6862	998
873	6864	989
874	6866	980
875	6867	972
876	6869	963
877	6871	954
878	6874	946
879	6876	937
880	6879	929
881	6884	921
882	6886	912
883	6889	904
884	6893	895
885	6895	887
886	6898	878
887	6902	870
888	6904	862
889	6906	853
890	6908	845
891	6910	836
892	6912	828
893	6915	819
894	6917	811
895	6920	803
896	6922	794
897	6923	786
898	6926	778
899	6929	769
900	6931	761
901	6931	753
902	6935	744
903	6937	736
904	6941	728
905	6943	720
906	6946	712
907	6948	704
908	6953	696
909	6958	688
910	6962	680
911	6964	672
912	6967	663
913	6969	655
914	6971	647
915	6974	639
916	6976	631
917	6978	623
918	6980	615
919	6983	607
920	6985	599
921	6987	591
922	6989	583
923	6991	575
924	6993	567
925	6994	558
926	6997	551
927	6999	543
928	7001	535
929	7003	527
930	7005	519
931	7007	511
932	7009	503
933	7011	495
934	7013	487
935	7015	479
936	7017	471
937	7019	463
938	7021	456
939	7024	448
940	7026	440
941	7029	432
942	7031	425
943	7033	417
944	7036	409
945	7038	401
946	7040	394
947	7042	386
948	7044	378
949	7047	370
950	7049	363
951	7051	355
952	7054	347
953	7056	340
954	7058	332
955	7061	325
956	7063	317
957	7065	309
958	7067	302
959	7070	294
960	7072	287
961	7074	279
962	7076	271
963	7079	264
964	7081	256
965	7083	249
966	7086	241
967	7089	234
968	7091	226
969	7094	219
970	7096	211
971	7098	204
972	7101	197
973	7102	189
974	7104	182
975	7107	174
976	7110	167
977	7112	160
978	7115	152
979	7117	145
980	7119	137
981	7122	130
982	7125	123
983	7128	115
984	7130	108
985	7133	101
986	7135	93
987	7138	86
988	7140	79
989	7142	72
990	7144	64
991	7146	57
992	7148	50
993	7151	43
994	7153	35
995	7155	28
996	7158	21
997	7160	14
998	7162	7
999	7165	0
