iter	Passed	Remaining
751	60306	19888
752	60533	19856
753	60637	19783
754	60760	19716
755	60877	19648
756	60995	19579
757	61174	19530
758	61338	19476
759	61476	19413
760	61606	19348
761	61726	19279
762	61853	19212
763	61987	19147
764	62093	19074
765	62263	19020
766	62403	18957
767	62488	18876
768	62612	18808
769	62744	18741
770	62841	18664
771	62928	18585
772	63040	18512
773	63154	18440
774	63325	18384
775	63442	18313
776	63550	18239
777	63691	18174
778	63839	18111
779	63949	18037
780	64103	17975
781	64214	17901
782	64306	17821
783	64437	17753
784	64560	17682
785	64724	17622
786	64879	17559
787	65005	17488
788	65163	17426
789	65332	17366
790	65497	17305
791	65619	17233
792	65767	17167
793	65903	17098
794	66029	17026
795	66169	16958
796	66306	16888
797	66399	16807
798	66522	16734
799	66617	16654
800	66708	16573
801	66828	16498
802	66949	16424
803	67038	16342
804	67117	16258
805	67219	16179
806	67386	16115
807	67483	16035
808	67644	15970
809	67781	15899
810	67865	15815
811	68003	15744
812	68119	15668
813	68238	15592
814	68365	15518
815	68602	15469
816	68747	15398
817	68886	15326
818	69026	15255
819	69165	15182
820	69279	15104
821	69420	15032
822	69509	14949
823	69623	14871
824	69725	14790
825	69803	14704
826	69968	14636
827	70086	14559
828	70202	14480
829	70358	14410
830	70557	14349
831	70690	14273
832	70838	14201
833	70958	14123
834	71105	14050
835	71250	13977
836	71377	13900
837	71499	13822
838	71630	13745
839	71795	13675
840	71932	13599
841	72062	13522
842	72193	13445
843	72333	13369
844	72435	13286
845	72511	13199
846	72595	13113
847	72711	13033
848	72856	12957
849	72958	12875
850	73106	12800
851	73225	12719
852	73331	12637
853	73443	12555
854	73516	12467
855	73602	12381
856	73694	12296
857	73829	12218
858	73958	12139
859	74156	12072
860	74322	11998
861	74474	11922
862	74568	11837
863	74653	11750
864	74788	11672
865	74958	11598
866	75116	11522
867	75229	11440
868	75322	11354
869	75387	11264
870	75457	11175
871	75550	11090
872	75635	11003
873	75750	10920
874	75821	10831
875	75879	10740
876	76008	10660
877	76118	10576
878	76312	10504
879	76444	10424
880	76607	10347
881	76757	10269
882	76908	10190
883	77021	10106
884	77141	10023
885	77237	9938
886	77306	9848
887	77411	9763
888	77479	9674
889	77546	9584
890	77635	9497
891	77712	9409
892	77780	9319
893	77872	9233
894	78000	9150
895	78125	9068
896	78270	8987
897	78403	8905
898	78533	8823
899	78654	8739
900	78776	8655
901	78897	8571
902	78967	8482
903	79038	8393
904	79110	8304
905	79229	8220
906	79298	8130
907	79391	8044
908	79503	7959
909	79586	7871
910	79672	7783
911	79758	7695
912	79848	7608
913	79925	7520
914	80027	7434
915	80148	7349
916	80272	7265
917	80434	7184
918	80571	7101
919	80705	7017
920	80824	6932
921	80929	6846
922	80998	6757
923	81102	6670
924	81189	6582
925	81271	6494
926	81379	6408
927	81442	6318
928	81542	6232
929	81630	6144
930	81740	6058
931	81806	5968
932	81937	5884
933	82062	5798
934	82198	5714
935	82363	5631
936	82484	5545
937	82594	5459
938	82741	5375
939	82907	5291
940	83026	5205
941	83164	5120
942	83277	5033
943	83449	4950
944	83590	4865
945	83724	4779
946	83809	4690
947	83913	4602
948	83996	4514
949	84094	4426
950	84173	4337
951	84274	4249
952	84413	4163
953	84531	4075
954	84638	3988
955	84762	3901
956	84855	3812
957	84965	3724
958	85110	3638
959	85268	3552
960	85385	3465
961	85494	3377
962	85586	3288
963	85681	3199
964	85752	3110
965	85861	3022
966	85962	2933
967	86041	2844
968	86104	2754
969	86184	2665
970	86280	2576
971	86372	2488
972	86465	2399
973	86549	2310
974	86657	2221
975	86743	2133
976	86804	2043
977	86876	1954
978	86934	1864
979	87001	1775
980	87057	1686
981	87097	1596
982	87158	1507
983	87207	1418
984	87259	1328
985	87311	1239
986	87363	1150
987	87408	1061
988	87455	972
989	87492	883
990	87563	795
991	87611	706
992	87682	618
993	87725	529
994	87774	441
995	87819	352
996	87893	264
997	87971	176
998	88024	88
999	88090	0
